index,x,exact,qtt,abs_error
1,0.0000000000000000,1.0000000000000000,0.9999999999999998,0.0000000000000002
2,0.0078125000000000,1.0000305177333457,1.0000305177333457,0.0000000000000000
3,0.0156250000000000,1.0001220727960471,1.0001220727960471,0.0000000000000000
4,0.0234375000000000,1.0002746707762100,1.0002746707762100,0.0000000000000000
5,0.0312500000000000,1.0004883209877233,1.0004883209877233,0.0000000000000000
6,0.0390625000000000,1.0007630364708275,1.0007630364708275,0.0000000000000000
7,0.0468750000000000,1.0010988339929106,1.0010988339929106,0.0000000000000000
8,0.0546875000000000,1.0014957340495305,1.0014957340495305,0.0000000000000000
9,0.0625000000000000,1.0019537608656677,1.0019537608656677,0.0000000000000000
10,0.0703125000000000,1.0024729423972025,1.0024729423972025,0.0000000000000000
11,0.0781250000000000,1.0030533103326222,1.0030533103326225,0.0000000000000002
12,0.0859375000000000,1.0036949000949544,1.0036949000949547,0.0000000000000002
13,0.0937500000000000,1.0043977508439299,1.0043977508439299,0.0000000000000000
14,0.1015625000000000,1.0051619054783720,1.0051619054783720,0.0000000000000000
15,0.1093750000000000,1.0059874106388156,1.0059874106388156,0.0000000000000000
16,0.1171875000000000,1.0068743167103531,1.0068743167103531,0.0000000000000000
17,0.1250000000000000,1.0078226778257109,1.0078226778257109,0.0000000000000000
18,0.1328125000000000,1.0088325518685519,1.0088325518685519,0.0000000000000000
19,0.1406250000000000,1.0099040004770099,1.0099040004770101,0.0000000000000002
20,0.1484375000000000,1.0110370890474505,1.0110370890474507,0.0000000000000002
21,0.1562500000000000,1.0122318867384634,1.0122318867384636,0.0000000000000002
22,0.1640625000000000,1.0134884664750836,1.0134884664750838,0.0000000000000002
23,0.1718750000000000,1.0148069049532416,1.0148069049532418,0.0000000000000002
24,0.1796875000000000,1.0161872826444449,1.0161872826444451,0.0000000000000002
25,0.1875000000000000,1.0176296838006906,1.0176296838006906,0.0000000000000000
26,0.1953125000000000,1.0191341964596061,1.0191341964596061,0.0000000000000000
27,0.2031250000000000,1.0207009124498236,1.0207009124498239,0.0000000000000002
28,0.2109375000000000,1.0223299273965851,1.0223299273965853,0.0000000000000002
29,0.2187500000000000,1.0240213407275780,1.0240213407275780,0.0000000000000000
30,0.2265625000000000,1.0257752556790041,1.0257752556790043,0.0000000000000002
