x_index,xprime_index,x,xprime,difference,source_exact,source_qtt,source_abs_error,kernel_exact,kernel_mpo,abs_error
15,31,14,30,48,0.1353352832366126,0.1353352832366126,0.0000000000000000,0.1353352832366126,0.1353352832366126,0.0000000000000000
15,32,14,31,47,0.1112434450401491,0.1112434450401491,0.0000000000000000,0.1112434450401491,0.1112434450401491,0.0000000000000000
15,33,14,32,46,0.0916131330168869,0.0916131330168868,0.0000000000000001,0.0916131330168869,0.0916131330168868,0.0000000000000001
15,34,14,33,45,0.0757308740312885,0.0757308740312884,0.0000000000000000,0.0757308740312885,0.0757308740312884,0.0000000000000000
15,35,14,34,44,0.0629529998757699,0.0629529998757699,0.0000000000000000,0.0629529998757699,0.0629529998757699,0.0000000000000000
15,36,14,35,43,0.0527182557948176,0.0527182557948176,0.0000000000000000,0.0527182557948176,0.0527182557948176,0.0000000000000000
15,37,14,36,42,0.0445501184597709,0.0445501184597709,0.0000000000000000,0.0445501184597709,0.0445501184597709,0.0000000000000000
15,38,14,37,41,0.0380525732695185,0.0380525732695185,0.0000000000000000,0.0380525732695185,0.0380525732695185,0.0000000000000000
15,39,14,38,40,0.0329022721142147,0.0329022721142147,0.0000000000000000,0.0329022721142147,0.0329022721142147,0.0000000000000000
15,40,14,39,39,0.0288391653778602,0.0288391653778602,0.0000000000000000,0.0288391653778602,0.0288391653778602,0.0000000000000000
15,41,14,40,38,0.0256569901351033,0.0256569901351033,0.0000000000000000,0.0256569901351033,0.0256569901351033,0.0000000000000000
15,42,14,41,37,0.0231944436069089,0.0231944436069089,0.0000000000000000,0.0231944436069089,0.0231944436069089,0.0000000000000000
15,43,14,42,36,0.0213274764151859,0.0213274764151859,0.0000000000000000,0.0213274764151859,0.0213274764151859,0.0000000000000000
15,44,14,43,35,0.0199628811671466,0.0199628811671466,0.0000000000000000,0.0199628811671466,0.0199628811671466,0.0000000000000000
15,45,14,44,34,0.0190331980102751,0.0190331980102751,0.0000000000000000,0.0190331980102751,0.0190331980102751,0.0000000000000000
15,46,14,45,33,0.0184928806009783,0.0184928806009783,0.0000000000000000,0.0184928806009783,0.0184928806009783,0.0000000000000000
15,47,14,46,32,0.0183156388887342,0.0183156388887342,0.0000000000000000,0.0183156388887342,0.0183156388887342,0.0000000000000000
15,48,14,47,31,0.0184928806009783,0.0184928806009783,0.0000000000000000,0.0184928806009783,0.0184928806009783,0.0000000000000000
15,49,14,48,30,0.0190331980102751,0.0190331980102751,0.0000000000000000,0.0190331980102751,0.0190331980102751,0.0000000000000000
15,50,14,49,29,0.0199628811671466,0.0199628811671466,0.0000000000000000,0.0199628811671466,0.0199628811671466,0.0000000000000000
15,51,14,50,28,0.0213274764151859,0.0213274764151859,0.0000000000000000,0.0213274764151859,0.0213274764151859,0.0000000000000000
15,52,14,51,27,0.0231944436069089,0.0231944436069089,0.0000000000000000,0.0231944436069089,0.0231944436069089,0.0000000000000000
15,53,14,52,26,0.0256569901351033,0.0256569901351033,0.0000000000000000,0.0256569901351033,0.0256569901351033,0.0000000000000000
15,54,14,53,25,0.0288391653778603,0.0288391653778603,0.0000000000000000,0.0288391653778603,0.0288391653778603,0.0000000000000000
15,55,14,54,24,0.0329022721142147,0.0329022721142147,0.0000000000000000,0.0329022721142147,0.0329022721142147,0.0000000000000000
15,56,14,55,23,0.0380525732695186,0.0380525732695186,0.0000000000000000,0.0380525732695186,0.0380525732695186,0.0000000000000000
15,57,14,56,22,0.0445501184597709,0.0445501184597709,0.0000000000000000,0.0445501184597709,0.0445501184597709,0.0000000000000000
15,58,14,57,21,0.0527182557948177,0.0527182557948177,0.0000000000000000,0.0527182557948177,0.0527182557948177,0.0000000000000000
15,59,14,58,20,0.0629529998757699,0.0629529998757700,0.0000000000000000,0.0629529998757699,0.0629529998757700,0.0000000000000000
15,60,14,59,19,0.0757308740312885,0.0757308740312885,0.0000000000000000,0.0757308740312885,0.0757308740312885,0.0000000000000000
15,61,14,60,18,0.0916131330168869,0.0916131330168870,0.0000000000000000,0.0916131330168869,0.0916131330168870,0.0000000000000000
15,62,14,61,17,0.1112434450401490,0.1112434450401491,0.0000000000000000,0.1112434450401490,0.1112434450401491,0.0000000000000000
15,63,14,62,16,0.1353352832366127,0.1353352832366127,0.0000000000000000,0.1353352832366127,0.1353352832366127,0.0000000000000000
15,64,14,63,15,0.1646446573290126,0.1646446573290126,0.0000000000000000,0.1646446573290126,0.1646446573290126,0.0000000000000000
16,1,15,0,15,0.1646446573290126,0.1646446573290126,0.0000000000000000,0.1646446573290126,0.1646446573290126,0.0000000000000000
16,2,15,1,14,0.1999237258413385,0.1999237258413386,0.0000000000000001,0.1999237258413385,0.1999237258413386,0.0000000000000001
16,3,15,2,13,0.2418516770474220,0.2418516770474220,0.0000000000000000,0.2418516770474220,0.2418516770474220,0.0000000000000000
16,4,15,3,12,0.2909414789585543,0.2909414789585543,0.0000000000000001,0.2909414789585543,0.2909414789585543,0.0000000000000001
16,5,15,4,11,0.3474249785504978,0.3474249785504978,0.0000000000000001,0.3474249785504978,0.3474249785504978,0.0000000000000001
16,6,15,5,10,0.4111243588560455,0.4111243588560455,0.0000000000000001,0.4111243588560455,0.4111243588560455,0.0000000000000001
16,7,15,6,9,0.4813245811001607,0.4813245811001607,0.0000000000000000,0.4813245811001607,0.4813245811001607,0.0000000000000000
16,8,15,7,8,0.5566679050356920,0.5566679050356920,0.0000000000000000,0.5566679050356920,0.5566679050356920,0.0000000000000000
16,9,15,8,7,0.6350960108850809,0.6350960108850809,0.0000000000000000,0.6350960108850809,0.6350960108850809,0.0000000000000000
16,10,15,9,6,0.7138654531294831,0.7138654531294831,0.0000000000000000,0.7138654531294831,0.7138654531294831,0.0000000000000000
16,11,15,10,5,0.7896563159324306,0.7896563159324305,0.0000000000000001,0.7896563159324306,0.7896563159324305,0.0000000000000001
16,12,15,11,4,0.8587813453490816,0.8587813453490816,0.0000000000000000,0.8587813453490816,0.8587813453490816,0.0000000000000000
16,13,15,12,3,0.9174847425769703,0.9174847425769702,0.0000000000000001,0.9174847425769703,0.9174847425769702,0.0000000000000001
16,14,15,13,2,0.9622996029803553,0.9622996029803552,0.0000000000000001,0.9622996029803553,0.9622996029803552,0.0000000000000001
16,15,15,14,1,0.9904156785484942,0.9904156785484942,0.0000000000000000,0.9904156785484942,0.9904156785484942,0.0000000000000000
16,16,15,15,0,1.0000000000000000,1.0000000000000000,0.0000000000000000,1.0000000000000000,1.0000000000000000,0.0000000000000000
16,17,15,16,63,0.9904156785484942,0.9904156785484941,0.0000000000000001,0.9904156785484942,0.9904156785484941,0.0000000000000001
16,18,15,17,62,0.9622996029803551,0.9622996029803546,0.0000000000000006,0.9622996029803551,0.9622996029803546,0.0000000000000006
16,19,15,18,61,0.9174847425769703,0.9174847425769702,0.0000000000000001,0.9174847425769703,0.9174847425769702,0.0000000000000001
16,20,15,19,60,0.8587813453490811,0.8587813453490810,0.0000000000000001,0.8587813453490811,0.8587813453490810,0.0000000000000001
16,21,15,20,59,0.7896563159324302,0.7896563159324300,0.0000000000000002,0.7896563159324302,0.7896563159324300,0.0000000000000002
16,22,15,21,58,0.7138654531294831,0.7138654531294831,0.0000000000000000,0.7138654531294831,0.7138654531294831,0.0000000000000000
16,23,15,22,57,0.6350960108850805,0.6350960108850804,0.0000000000000001,0.6350960108850805,0.6350960108850804,0.0000000000000001
16,24,15,23,56,0.5566679050356917,0.5566679050356916,0.0000000000000001,0.5566679050356917,0.5566679050356916,0.0000000000000001
16,25,15,24,55,0.4813245811001608,0.4813245811001607,0.0000000000000001,0.4813245811001608,0.4813245811001607,0.0000000000000001
16,26,15,25,54,0.4111243588560451,0.4111243588560451,0.0000000000000001,0.4111243588560451,0.4111243588560451,0.0000000000000001
16,27,15,26,53,0.3474249785504976,0.3474249785504976,0.0000000000000000,0.3474249785504976,0.3474249785504976,0.0000000000000000
16,28,15,27,52,0.2909414789585544,0.2909414789585544,0.0000000000000001,0.2909414789585544,0.2909414789585544,0.0000000000000001
16,29,15,28,51,0.2418516770474219,0.2418516770474219,0.0000000000000001,0.2418516770474219,0.2418516770474219,0.0000000000000001
16,30,15,29,50,0.1999237258413385,0.1999237258413385,0.0000000000000000,0.1999237258413385,0.1999237258413385,0.0000000000000000
16,31,15,30,49,0.1646446573290124,0.1646446573290125,0.0000000000000001,0.1646446573290124,0.1646446573290125,0.0000000000000001
16,32,15,31,48,0.1353352832366126,0.1353352832366126,0.0000000000000000,0.1353352832366126,0.1353352832366126,0.0000000000000000
16,33,15,32,47,0.1112434450401491,0.1112434450401491,0.0000000000000000,0.1112434450401491,0.1112434450401491,0.0000000000000000
16,34,15,33,46,0.0916131330168869,0.0916131330168868,0.0000000000000001,0.0916131330168869,0.0916131330168868,0.0000000000000001
16,35,15,34,45,0.0757308740312885,0.0757308740312884,0.0000000000000000,0.0757308740312885,0.0757308740312884,0.0000000000000000
16,36,15,35,44,0.0629529998757699,0.0629529998757699,0.0000000000000000,0.0629529998757699,0.0629529998757699,0.0000000000000000
16,37,15,36,43,0.0527182557948176,0.0527182557948176,0.0000000000000000,0.0527182557948176,0.0527182557948176,0.0000000000000000
16,38,15,37,42,0.0445501184597709,0.0445501184597709,0.0000000000000000,0.0445501184597709,0.0445501184597709,0.0000000000000000
