index,x,exact,qtt,abs_error
58,0.3464566929133859,0.1200322400644802,0.1200322400644801,0.0000000000000001
59,0.3700787401574803,0.1369582739165478,0.1369582739165480,0.0000000000000001
60,0.3937007874015748,0.1550003100006200,0.1550003100006199,0.0000000000000001
61,0.4173228346456692,0.1741583483166966,0.1741583483166965,0.0000000000000000
62,0.4409448818897637,0.1944323888647776,0.1944323888647776,0.0000000000000000
63,0.4645669291338583,0.2158224316448633,0.2158224316448633,0.0000000000000000
64,0.4881889763779528,0.2383284766569533,0.2383284766569533,0.0000000000000000
65,0.5118110236220472,0.2619505239010478,0.2619505239010478,0.0000000000000000
66,0.5354330708661417,0.2866885733771467,0.2866885733771470,0.0000000000000003
67,0.5590551181102361,0.3125426250852500,0.3125426250852507,0.0000000000000006
68,0.5826771653543308,0.3395126790253581,0.3395126790253584,0.0000000000000003
69,0.6062992125984252,0.3675987351974704,0.3675987351974707,0.0000000000000003
70,0.6299212598425197,0.3968007936015872,0.3968007936015875,0.0000000000000003
71,0.6535433070866141,0.4271188542377084,0.4271188542377088,0.0000000000000004
72,0.6771653543307086,0.4585529171058341,0.4585529171058345,0.0000000000000004
73,0.7007874015748032,0.4911029822059645,0.4911029822059647,0.0000000000000001
74,0.7244094488188977,0.5247690495380991,0.5247690495380992,0.0000000000000001
75,0.7480314960629921,0.5595511191022382,0.5595511191022384,0.0000000000000002
76,0.7716535433070866,0.5954491908983818,0.5954491908983820,0.0000000000000002
77,0.7952755905511810,0.6324632649265297,0.6324632649265300,0.0000000000000003
78,0.8188976377952755,0.6705933411866821,0.6705933411866825,0.0000000000000003
79,0.8425196850393701,0.7098394196788395,0.7098394196788395,0.0000000000000000
80,0.8661417322834646,0.7502015004030008,0.7502015004030009,0.0000000000000001
81,0.8897637795275590,0.7916795833591667,0.7916795833591664,0.0000000000000002
82,0.9133858267716535,0.8342736685473370,0.8342736685473369,0.0000000000000001
83,0.9370078740157479,0.8779837559675118,0.8779837559675120,0.0000000000000002
84,0.9606299212598426,0.9228098456196914,0.9228098456196915,0.0000000000000001
85,0.9842519685039370,0.9687519375038751,0.9687519375038752,0.0000000000000001
86,1.0078740157480315,1.0158100316200631,1.0158100316200633,0.0000000000000002
87,1.0314960629921259,1.0639841279682558,1.0639841279682560,0.0000000000000002
88,1.0551181102362204,1.1132742265484530,1.1132742265484530,0.0000000000000000
89,1.0787401574803148,1.1636803273606544,1.1636803273606544,0.0000000000000000
90,1.1023622047244093,1.2152024304048603,1.2152024304048608,0.0000000000000004
91,1.1259842519685037,1.2678405356810709,1.2678405356810716,0.0000000000000007
92,1.1496062992125986,1.3215946431892869,1.3215946431892867,0.0000000000000002
93,1.1732283464566930,1.3764647529295062,1.3764647529295062,0.0000000000000000
94,1.1968503937007875,1.4324508649017300,1.4324508649017298,0.0000000000000002
95,1.2204724409448819,1.4895529791059583,1.4895529791059579,0.0000000000000004
96,1.2440944881889764,1.5477710955421911,1.5477710955421911,0.0000000000000000
97,1.2677165354330708,1.6071052142104283,1.6071052142104283,0.0000000000000000
98,1.2913385826771653,1.6675553351106700,1.6675553351106702,0.0000000000000002
99,1.3149606299212597,1.7291214582429162,1.7291214582429171,0.0000000000000009
100,1.3385826771653542,1.7918035836071668,1.7918035836071680,0.0000000000000011
