case,index,x,exact,qtt,abs_error
multi_scale_1d,99,0.5312500000000000,1.8701146906275112,1.8701146906275117,0.0000000000000004
multi_scale_1d,100,0.5468750000000000,1.7926857022811227,1.7926857022811213,0.0000000000000013
multi_scale_1d,101,0.5625000000000000,1.7199677506046764,1.7199677506046784,0.0000000000000020
multi_scale_1d,102,0.5781250000000000,1.6515862647376658,1.6515862647376680,0.0000000000000022
multi_scale_1d,103,0.5937500000000000,1.5872031744063488,1.5872031744063528,0.0000000000000040
multi_scale_1d,104,0.6093750000000000,1.5265127234239204,1.5265127234239222,0.0000000000000018
multi_scale_1d,105,0.6250000000000000,1.4692378328741966,1.4692378328741955,0.0000000000000011
multi_scale_1d,106,0.6406250000000000,1.4151269330164040,1.4151269330164062,0.0000000000000022
multi_scale_1d,107,0.6562500000000000,1.3639511961212640,1.3639511961212640,0.0000000000000000
multi_scale_1d,108,0.6718750000000000,1.3155021132822036,1.3155021132822033,0.0000000000000002
multi_scale_1d,109,0.6875000000000000,1.2695893671890499,1.2695893671890515,0.0000000000000016
multi_scale_1d,110,0.7031250000000000,1.2260389602614912,1.2260389602614947,0.0000000000000036
multi_scale_1d,111,0.7187500000000000,1.1846915637003101,1.1846915637003137,0.0000000000000036
multi_scale_1d,112,0.7343750000000000,1.1454010581537122,1.1454010581537151,0.0000000000000029
multi_scale_1d,113,0.7500000000000000,1.1080332409972300,1.1080332409972300,0.0000000000000000
multi_scale_1d,114,0.7656250000000000,1.0724646788366272,1.0724646788366283,0.0000000000000011
multi_scale_1d,115,0.7812500000000000,1.0385816868838493,1.0385816868838493,0.0000000000000000
multi_scale_1d,116,0.7968750000000000,1.0062794194239444,1.0062794194239442,0.0000000000000002
multi_scale_1d,117,0.8125000000000000,0.9754610577655846,0.9754610577655867,0.0000000000000021
multi_scale_1d,118,0.8281250000000000,0.9460370839145981,0.9460370839146018,0.0000000000000038
multi_scale_1d,119,0.8437500000000000,0.9179246297823516,0.9179246297823541,0.0000000000000026
multi_scale_1d,120,0.8593750000000000,0.8910468930830746,0.8910468930830779,0.0000000000000033
multi_scale_1d,121,0.8750000000000000,0.8653326122228232,0.8653326122228250,0.0000000000000018
multi_scale_1d,122,0.8906250000000000,0.8407155934680339,0.8407155934680361,0.0000000000000022
multi_scale_1d,123,0.9062500000000000,0.8171342845287115,0.8171342845287136,0.0000000000000021
multi_scale_1d,124,0.9218750000000000,0.7945313894212491,0.7945313894212516,0.0000000000000024
multi_scale_1d,125,0.9375000000000000,0.7728535201062675,0.7728535201062714,0.0000000000000039
multi_scale_1d,126,0.9531250000000000,0.7520508809424138,0.7520508809424200,0.0000000000000062
multi_scale_1d,127,0.9687500000000000,0.7320769824701879,0.7320769824701914,0.0000000000000034
multi_scale_1d,128,0.9843750000000000,0.7128883814509785,0.7128883814509843,0.0000000000000058
