x_index,y_index,x,y,source_u_periodic,source_v,source_exact,periodic_exact,periodic_qtt,periodic_abs_error,antiperiodic_exact,antiperiodic_qtt,antiperiodic_abs_error,open_exact,open_qtt,open_abs_error
1,11,0,10,10,10,0.5087549996376228,1.1580273093163787,1.1580273093163782,0.0000000000000004,1.1580273093163787,1.1580273093163782,0.0000000000000004,1.1580273093163787,1.1580273093163782,0.0000000000000004
1,12,0,11,11,11,0.4435657714886352,1.0931153476789637,1.0931153476789637,0.0000000000000000,1.0931153476789637,1.0931153476789637,0.0000000000000000,1.0931153476789637,1.0931153476789637,0.0000000000000000
1,13,0,12,12,12,0.3681184114791818,1.0195503906025594,1.0195503906025589,0.0000000000000004,1.0195503906025594,1.0195503906025589,0.0000000000000004,1.0195503906025594,1.0195503906025589,0.0000000000000004
1,14,0,13,13,13,0.2840348968821317,0.9434843533185288,0.9434843533185282,0.0000000000000006,0.9434843533185288,0.9434843533185282,0.0000000000000006,0.9434843533185288,0.9434843533185282,0.0000000000000006
1,15,0,14,14,14,0.1932160190993366,0.8704630383356583,0.8704630383356580,0.0000000000000003,0.8704630383356583,0.8704630383356580,0.0000000000000003,0.8704630383356583,0.8704630383356580,0.0000000000000003
1,16,0,15,15,15,0.0977811506688125,0.8049582129039250,0.8049582129039250,0.0000000000000000,0.8049582129039250,0.8049582129039250,0.0000000000000000,0.8049582129039250,0.8049582129039250,0.0000000000000000
1,17,0,16,16,16,0.0000000000000001,0.7500000000000000,0.7499999999999999,0.0000000000000001,0.7500000000000000,0.7499999999999999,0.0000000000000001,0.7500000000000000,0.7499999999999999,0.0000000000000001
1,18,0,17,17,17,-0.0977811506688124,0.7069410725743643,0.7069410725743641,0.0000000000000002,0.7069410725743643,0.7069410725743641,0.0000000000000002,0.7069410725743643,0.7069410725743641,0.0000000000000002
1,19,0,18,18,18,-0.1932160190993365,0.6753727163195300,0.6753727163195304,0.0000000000000004,0.6753727163195300,0.6753727163195304,0.0000000000000004,0.6753727163195300,0.6753727163195304,0.0000000000000004
1,20,0,19,19,19,-0.2840348968821316,0.6531996760640664,0.6531996760640666,0.0000000000000002,0.6531996760640664,0.6531996760640666,0.0000000000000002,0.6531996760640664,0.6531996760640666,0.0000000000000002
1,21,0,20,20,20,-0.3681184114791817,0.6368669582374693,0.6368669582374695,0.0000000000000002,0.6368669582374693,0.6368669582374695,0.0000000000000002,0.6368669582374693,0.6368669582374695,0.0000000000000002
1,22,0,21,21,21,-0.4435657714886352,0.6217186108529661,0.6217186108529659,0.0000000000000002,0.6217186108529661,0.6217186108529659,0.0000000000000002,0.6217186108529661,0.6217186108529659,0.0000000000000002
1,23,0,22,22,22,-0.5087549996376226,0.6024570762967765,0.6024570762967763,0.0000000000000002,0.6024570762967765,0.6024570762967763,0.0000000000000002,0.6024570762967765,0.6024570762967763,0.0000000000000002
1,24,0,23,23,23,-0.5623929621826302,0.5736629954874138,0.5736629954874140,0.0000000000000001,0.5736629954874138,0.5736629954874140,0.0000000000000001,0.5736629954874138,0.5736629954874140,0.0000000000000001
1,25,0,24,24,24,-0.6035533905932737,0.5303300858899107,0.5303300858899107,0.0000000000000000,0.5303300858899107,0.5303300858899107,0.0000000000000000,0.5303300858899107,0.5303300858899107,0.0000000000000000
1,26,0,25,25,25,-0.6317015467821760,0.4683683735693657,0.4683683735693658,0.0000000000000001,0.4683683735693657,0.4683683735693658,0.0000000000000001,0.4683683735693657,0.4683683735693658,0.0000000000000001
1,27,0,26,26,26,-0.6467046892790943,0.3850317469691371,0.3850317469691377,0.0000000000000006,0.3850317469691371,0.3850317469691377,0.0000000000000006,0.3850317469691371,0.3850317469691377,0.0000000000000006
1,28,0,27,27,27,-0.6488280352498138,0.2792322863198696,0.2792322863198701,0.0000000000000005,0.2792322863198696,0.2792322863198701,0.0000000000000005,0.2792322863198696,0.2792322863198701,0.0000000000000005
1,29,0,28,28,28,-0.6387164615522802,0.1517135492372682,0.1517135492372682,0.0000000000000000,0.1517135492372682,0.1517135492372682,0.0000000000000000,0.1517135492372682,0.1517135492372682,0.0000000000000000
1,30,0,29,29,29,-0.6173627261210050,0.0050671227290424,0.0050671227290427,0.0000000000000003,0.0050671227290424,0.0050671227290427,0.0000000000000003,0.0050671227290424,0.0050671227290427,0.0000000000000003
1,31,0,30,30,30,-0.5860634982928878,-0.1564097599305860,-0.1564097599305860,0.0000000000000000,-0.1564097599305860,-0.1564097599305860,0.0000000000000000,-0.1564097599305860,-0.1564097599305860,0.0000000000000000
1,32,0,31,31,31,-0.5463649438401306,-0.3270040536929217,-0.3270040536929216,0.0000000000000001,-0.3270040536929217,-0.3270040536929216,0.0000000000000001,-0.3270040536929217,-0.3270040536929216,0.0000000000000001
1,33,0,32,32,32,-0.5000000000000001,-0.4999999999999998,-0.4999999999999997,0.0000000000000001,-0.4999999999999998,-0.4999999999999997,0.0000000000000001,-0.4999999999999998,-0.4999999999999997,0.0000000000000001
1,34,0,33,33,33,-0.4488197828320664,-0.6681806729792747,-0.6681806729792740,0.0000000000000008,-0.6681806729792747,-0.6681806729792740,0.0000000000000008,-0.6681806729792747,-0.6681806729792740,0.0000000000000008
