x_index,y_index,x,y,exact,qtt,abs_error
3,21,-0.9375000000000000,-0.3750000000000000,0.9438135968146291,0.9438107823716744,0.0000028144429547
3,22,-0.9375000000000000,-0.3437500000000000,0.9642547741911183,0.9642517402981799,0.0000030338929383
3,23,-0.9375000000000000,-0.3125000000000000,0.9837073470642483,0.9837017771439766,0.0000055699202718
3,24,-0.9375000000000000,-0.2812500000000000,1.0019961642334339,1.0019847485731608,0.0000114156602731
3,25,-0.9375000000000000,-0.2500000000000000,1.0189460277025950,1.0189266731489390,0.0000193545536560
3,26,-0.9375000000000000,-0.2187500000000000,1.0343852276859671,1.0343606360625197,0.0000245916234474
3,27,-0.9375000000000000,-0.1875000000000000,1.0481493612839829,1.0481310040443654,0.0000183572396175
3,28,-0.9375000000000000,-0.1562500000000000,1.0600853037392852,1.0600958709938337,0.0000105672545485
3,29,-0.9375000000000000,-0.1250000000000000,1.0700551747199465,1.0701268543686491,0.0000716796487026
3,30,-0.9375000000000000,-0.0937500000000000,1.0779401237946860,1.0781061640457270,0.0001660402510411
3,31,-0.9375000000000000,-0.0625000000000000,1.0836437521164917,1.0839225847180851,0.0002788326015934
3,32,-0.9375000000000000,-0.0312500000000000,1.0870949934179794,1.0874710418817766,0.0003760484637971
3,33,-0.9375000000000000,0.0000000000000000,1.0882502975684407,1.0886652346775252,0.0004149371090845
3,34,-0.9375000000000000,0.0312500000000000,1.0870949934179794,1.0874710418817721,0.0003760484637927
3,35,-0.9375000000000000,0.0625000000000000,1.0836437521164917,1.0839225847182230,0.0002788326017313
3,36,-0.9375000000000000,0.0937500000000000,1.0779401237946860,1.0781061640457248,0.0001660402510388
3,37,-0.9375000000000000,0.1250000000000000,1.0700551747199465,1.0701268543686200,0.0000716796486735
3,38,-0.9375000000000000,0.1562500000000000,1.0600853037392852,1.0600958709938353,0.0000105672545501
3,39,-0.9375000000000000,0.1875000000000000,1.0481493612839829,1.0481310040443446,0.0000183572396384
3,40,-0.9375000000000000,0.2187500000000000,1.0343852276859671,1.0343606360625215,0.0000245916234456
3,41,-0.9375000000000000,0.2500000000000000,1.0189460277025950,1.0189266731489428,0.0000193545536522
3,42,-0.9375000000000000,0.2812500000000000,1.0019961642334339,1.0019847485731546,0.0000114156602793
3,43,-0.9375000000000000,0.3125000000000000,0.9837073470642483,0.9837017771439874,0.0000055699202609
3,44,-0.9375000000000000,0.3437500000000000,0.9642547741911183,0.9642517402982181,0.0000030338929001
